question_external_id,text,is_correct,sort_order
CDL-PS-0036,Turn the vehicle flashers on before crossing,0,2
CDL-PS-0036,Tap the electric horn before crossing,0,3
CDL-PS-0037,You can carry any hazardous materials on your bus as long as they are properly labeled.,1,0
CDL-PS-0037,"Buses may carry small-arms ammunition labeled ""ORM-D.""",0,1
CDL-PS-0037,"Shippers must mark each package of hazardous materials with the material's name, ID number, and hazard label.",0,2
CDL-PS-0037,Many hazardous materials cannot be carried on a bus.,0,3
CDL-PS-0038,follow your carrier's guidelines for dealing with unruly passengers.,0,0
CDL-PS-0038,"drop the person off in a safe, well-lit public area where there are other people.",0,1
CDL-PS-0038,drop the person off at the next scheduled stop.,0,2
CDL-PS-0038,do any of the above.,1,3
CDL-PS-0039,"The ""Emergency Exit"" sign on an emergency door must be clearly visible.",0,0
CDL-PS-0039,Aisles and stairwells should always be clear.,0,1
CDL-PS-0039,All seats must be securely fastened to the bus.,0,2
CDL-PS-0039,All of the above,1,3
CDL-PS-0040,make frequent stops to check on the bus's interior.,0,0
CDL-PS-0040,collect all the valuables from the passengers.,0,1
CDL-PS-0040,do not allow riders on the bus until departure time.,1,2
CDL-PS-0040,install cameras.,0,3
CDL-PS-0041,start moving as soon as your passengers are loaded.,0,0
CDL-PS-0041,watch for poles and tree branches.,1,1
CDL-PS-0041,passing vehicles must slow down and yield to the bus.,0,2
CDL-PS-0041,you may assume that other drivers will leave you room.,0,3
CDL-PS-0042,"Emergency reflectors, fire extinguisher, signal flares and tire repair kit",0,0
CDL-PS-0042,"Hydraulic jack, fire extinguisher, signal flares",0,1
CDL-PS-0042,"Fire extinguisher, spare electrical fuses, and emergency reflectors",1,2
CDL-PS-0043,Poles and wires,0,0
CDL-PS-0043,Clearance your bus needs,0,1
CDL-PS-0043,Gaps your bus needs to accelerate,0,2
CDL-PS-0043,All answers are correct,1,3
CDL-PS-0044,Before you start your trip,0,0
CDL-PS-0044,Only if repairs are needed,0,1
CDL-PS-0044,After it is certified and there are no repairs needed,1,2
CDL-PS-0045,Not allow them to do it,1,0
CDL-PS-0045,Tell them they must go to the rear of the bus,0,1
CDL-PS-0045,Instruct them to sit next to an open window,0,2
CDL-PS-0046,The location and departure time,0,0
CDL-PS-0046,The reason for stopping,0,1
CDL-PS-0046,All answers are correct,1,2
CDL-PS-0047,Only by a mechanic,0,0
CDL-PS-0047,Only while the engine is hot,0,1
CDL-PS-0047,Every 90 days,0,2
CDL-PS-0047,No answers are correct,1,3
CDL-PS-0048,100,1,0
CDL-PS-0048,250,0,1
CDL-PS-0048,500,0,2
CDL-PS-0049,Be secured when operating the bus,1,0
CDL-PS-0049,always have a red electric door light turned on,0,1
CDL-PS-0049,"Not have any signs, stickers, or markings anywhere near it",0,2
CDL-PS-0049,Meet all the requirements listed in the answers above,0,3
CDL-PS-0050,At the start of every trip,0,0
CDL-PS-0050,At the end of every work day,1,1
CDL-PS-0050,At every duty status change,0,2
CDL-PS-0050,After every rest break,0,3
CDL-PS-0051,"Ill or impaired, and the condition interferes with the ability to drive safely",1,0
CDL-PS-0051,Ill for longer than three hours,0,1
CDL-PS-0051,Taking medication of any kind,0,2
CDL-PS-0051,All answers are correct,0,3
CDL-PS-0052,Small arms ammunition,0,0
CDL-PS-0052,Tear gas,1,1
CDL-PS-0052,Emergency hospital supplies,0,2
CDL-PS-0052,Emergency drug shipments,0,3
CDL-PS-0053,Street car crossing,0,0
CDL-PS-0053,"Railroad tracks marked as ""exempt"" or ""abandoned.""",0,1
CDL-PS-0053,When a policeman or flagman is directing traffic,0,2
CDL-PS-0053,All answers are correct,1,3
CDL-PS-0054,Turning your high beams on,0,0
CDL-PS-0054,Putting down your visors to block the beams,0,1
CDL-PS-0054,Blinking your trailer or side lights,0,2
CDL-PS-0054,Looking to the right side of your lane,1,3
CDL-PS-0055,Fanning or pumping the brakes,0,0
CDL-PS-0055,Using only the parking brakes,0,1
CDL-PS-0055,Use the snub braking method,1,2
CDL-PS-0056,The highest range should always be used  except when roads are slippery,0,0
CDL-PS-0056,The highest range should only be used with heavy loads,0,1
CDL-PS-0056,Lowest ranges should be used for greater engine braking on downgrades,1,2
CDL-PS-0057,When the maneuver is complete,1,0
CDL-PS-0057,When you know that all other divers have seen your signal,0,1
CDL-PS-0057,Just before starting the maneuver,0,2
CDL-PS-0057,About halfway through the maneuver,0,3
CDL-PS-0058,"In line with traffic, against the farthest left wall divider, or line",0,0
CDL-PS-0058,In line with traffic and centered between the left edge of the shoulder and the left edge of traffic,0,1
CDL-PS-0058,At an angle to traffic with the front door facing the downstream side of traffic,1,2
CDL-PS-0059,Roof vents,0,0
CDL-PS-0059,Windows,0,1
CDL-PS-0059,Emergency windows,1,2
CDL-PS-0060,Driving too slowly,0,0
CDL-PS-0060,Driving on a wet surface,0,1
CDL-PS-0060,Driving at the correct speed,0,2
CDL-PS-0060,Driving too fast,1,3
CDL-PS-0061,0,1,0
CDL-PS-0061,4,0,1
CDL-PS-0061,6,0,2
CDL-PS-0062,downshift,0,0
CDL-PS-0062,coast in neutral,0,1
CDL-PS-0062,upshift,0,2
CDL-PS-0062,not shift gears,1,3
CDL-PS-0063,you have personally witnessed all the defects listed on the report being repaired.,0,0
CDL-PS-0063,you know the previous driver personally and trust him or her.,0,1
CDL-PS-0063,the defects listed on it have been certified as either repaired or not needing to be repaired.,1,2
CDL-PS-0064,"Yes, but only for short distances.",0,0
CDL-PS-0064,"Yes, but only at night.",0,1
CDL-PS-0064,No.,0,2
CDL-PS-0064,Yes.,1,3
CDL-PS-0065,You need about four times as much braking distance at 40 mph as at 20 mph.,1,0
CDL-PS-0065,The total stopping distance of a bus is the distance it takes to stop once the brakes are applied.,0,1
CDL-PS-0065,Stopping time increases by one second for each 10 mph over 20 mph.,0,2
CDL-PS-0065,The posted speed limit will always allow you to stop safely.,0,3
CDL-PS-0066,when a flag person (flagger) signals you to stop,0,0
CDL-PS-0066,at a railroad crossing,0,1
CDL-PS-0066,at a red light,0,2
CDL-PS-0066,at a streetcar crossing,1,3
CDL-PS-0067,Only when you will be driving over 35 MPH,0,0
CDL-PS-0067,"Only when driving on sand, gravel, or ice-covered roads",0,1
CDL-PS-0067,always,1,2
CDL-PS-0068,Drive slightly faster than the other traffic,0,0
CDL-PS-0068,Drive slightly slower than the other traffic,0,1
CDL-PS-0068,Increase the normal daytime following distance by one second,1,2
CDL-PS-0069,Class 1 poison,0,0
CDL-PS-0069,Explosives,0,1
CDL-PS-0069,Small arms ammunition labeled ORM-D,1,2
CDL-PS-0070,By driving slightly faster than the other traffic,0,0
CDL-PS-0070,By passing only the slowest vehicles,0,1
CDL-PS-0070,By traveling in convoy packs with other heavy vehicles,0,2
CDL-PS-0070,By staying in the right-hand lane,1,3
CDL-PS-0071,safe for cars in good weather.,1,0
CDL-PS-0071,safe for buses in good weather.,0,1
CDL-PS-0071,safe for cars and buses in bad weather.,0,2
CDL-PS-0071,all of the above.,0,3
CDL-PS-0072,You may not leave the roof hatches open at any time.,0,0
CDL-PS-0072,Always leave the roof hatches partly open.,0,1
CDL-PS-0072,You can lock the roof hatches in a partly open position for fresh air.,1,2
CDL-PS-0072,The bus has lower clearance when the roof hatches are open.,0,3
CDL-PS-0073,Not allow riders on the bus until departure time,0,0
CDL-PS-0073,Mention and explain the rules,0,1
CDL-PS-0073,All answers are correct,1,2
CDL-PS-0074,May be thrown off the bus,0,0
CDL-PS-0074,Should not be discharged where it would be unsafe for them,1,1
CDL-PS-0074,Is not your responsibility,0,2
CDL-PS-0075,Labeled,1,0
CDL-PS-0075,Stored in the passenger compartment,0,1
CDL-PS-0075,All answers are correct,0,2
CDL-PS-0076,law enforcement personnel can be called.,0,0
CDL-PS-0076,accident reports will be accurate.,0,1
CDL-PS-0076,you can help impaired drivers.,0,2
CDL-PS-0076,you will have time to plan your escape if the hazard becomes an emergency.,1,3
CDL-PS-0077,wait for a sufficient gap in traffic.,1,0
CDL-PS-0077,start to pull out as soon as you signal.,0,1
CDL-PS-0077,assume that other drivers will yield to you.,0,2
CDL-PS-0077,make sure all the passengers are sitting down.,0,3
CDL-PS-0078,Every handhold and railing are secure,0,0
CDL-PS-0078,Rider signaling devices are working,0,1
CDL-PS-0078,Emergency exit handles are secure,0,2
CDL-PS-0078,All answers are correct,1,3
CDL-PS-0079,allow riders to drink and smoke on the bus.,0,0
CDL-PS-0079,have conversations with passengers.,0,1
CDL-PS-0079,remind riders to take carry-ons with them whenever they get off the bus.,1,2
CDL-PS-0079,allow riders on the bus before departure time.,0,3
CDL-PS-0080,Never drive with an open emergency exit door or window.,0,0
CDL-PS-0080,The seats must be safe for riders and securely fastened to the bus.,0,1
CDL-PS-0080,"If there is a red emergency door light, it must work.",0,2
CDL-PS-0080,"If you use your outside lights, you don't need to turn on the red emergency door light.",1,3
CDL-PS-0081,Add one more second to your following distance,0,0
CDL-PS-0081,Keep much more space than in ideal driving conditions,1,1
CDL-PS-0081,Keep the same amount of space,0,2
CDL-PS-0082,The driver's seat,1,0
CDL-PS-0082,Side seats,0,1
CDL-PS-0082,Neither of the above,0,2
CDL-PS-0082,Both of the above,0,3
CDL-PS-0083,Class A bus,1,0
CDL-PS-0083,Class B bus,0,1
CDL-PS-0083,Class C bus,0,2
CDL-PT-0001,A. True.,1,0
CDL-PT-0001,B. False.,0,1
CDL-PT-0002,A. Yes,1,0
CDL-PT-0002,B. No,0,1
CDL-PT-0003,A. That they work.,0,0
CDL-PT-0003,"B. That the lens covers are there, lights are securely attached, clean, and working.",1,1
CDL-PT-0003,"C. Nothing, you do not have to check the lights.",0,2
CDL-PT-0004,"A. That the windshield is there, not cracked or chipped.",0,0
CDL-PT-0004,"B. That the windshield is there, not cracked or chipped, clean, the seals are in good condition, and not leaking.",1,1
CDL-PT-0004,"C. That it is clean, and not leaking.",0,2
CDL-PT-0005,"A. The hinges, catches, and springs.",0,0
CDL-PT-0005,"B. The important stuff is under the hood, so nothing.",0,1
CDL-PT-0005,C. For damage.,0,2
CDL-PT-0005,D. Both A and C.,1,3
CDL-PT-0006,A. Properly mounted.,0,0
CDL-PT-0006,B. No cracks.,0,1
CDL-PT-0006,C. Clean.,0,2
CDL-PT-0006,D. All the above.,1,3
CDL-PT-0007,"A. Windshield wiper fluid, oil, coolant, and moisture or leaks.",0,0
CDL-PT-0007,"B. Transmission fluid, oil, coolant, and power steering fluid.",0,1
CDL-PT-0007,"C. Moisture or leaks, oil, coolant, power steering fluid.",1,2
CDL-PT-0007,D. None of these.,0,3
CDL-PT-0008,"A. Power steering pump, fuel pump, alternator, water pump.",0,0
CDL-PT-0008,"B. Power steering pump, fuel pump, alternator, air compressor.",0,1
CDL-PT-0008,"C. Fuel pump, alternator, air compressor, water pump.",0,2
CDL-PT-0008,"D. Power steering pump, alternator, air compressor, and water pump.",1,3
CDL-PT-0009,A. Proper level.,0,0
CDL-PT-0009,B. Clean of debris.,0,1
CDL-PT-0009,C. Not leaking.,0,2
CDL-PT-0009,D. All the above.,1,3
CDL-PT-0010,"A. Upper steering linkage, gearbox, tie rod ends, and tie rod.",0,0
CDL-PT-0010,"B. Upper steering linkage, universal joints, tie rod ends, tie rod.",0,1
CDL-PT-0010,"C. Upper steering linkage, universal joints, power steering pump, pitman arm, drag link, tie rod ends, tie rod.",1,2
CDL-PT-0010,"D. Upper steering linkage, universal joints, pitman arm, tie rod ends, tie rod.",0,3
CDL-PT-0011,A. All castle nuts are tight and secure.,0,0
CDL-PT-0011,B. Cotter pins in place.,0,1
CDL-PT-0011,C. No excessive play.,0,2
CDL-PT-0011,D. All the above.,1,3
CDL-PT-0012,A. Oil level,0,0
CDL-PT-0012,B. Oil pressure,1,1
CDL-PT-0012,C. Power steering fluid,0,2
CDL-PT-0012,D. Coolant level,0,3
CDL-PT-0013,A. Power steering belt.,0,0
CDL-PT-0013,B. Water pump belt.,0,1
CDL-PT-0013,C. Safety belt.,1,2
CDL-PT-0013,D Air compressor belt.,0,3
CDL-PT-0014,A. The coupling system.,0,0
CDL-PT-0014,B. The safety system.,0,1
CDL-PT-0014,C. The suspension system,1,2
CDL-PT-0014,D. The hydraulic system.,0,3
CDL-PT-0015,"A. Cracks, frays, and tears.",0,0
CDL-PT-0015,B. Connections tight and secure.,0,1
CDL-PT-0015,C. Welds.,0,2
CDL-PT-0015,D. Leaks.,0,3
CDL-PT-0016,A. Excessive play.,0,0
CDL-PT-0016,"B. Cracks, frays, and tears.",0,1
CDL-PT-0016,C. Overheating.,0,2
CDL-PT-0016,D. Both A and B.,1,3
CDL-PT-0017,A. Connections tight and secure.,0,0
CDL-PT-0017,"B. No frays, cracks, or damage.",0,1
CDL-PT-0017,C. No signs of leaks.,0,2
CDL-PT-0017,D. All the above.,1,3
CDL-PT-0018,A. Part of the braking system.,1,0
CDL-PT-0018,B. Where air is stored for use.,0,1
CDL-PT-0018,C. Not on a commercial vehicle.,0,2
CDL-PT-0018,D. Only used in emergencies.,0,3
CDL-PT-0019,A. Tight and secure.,0,0
CDL-PT-0019,B. Not leaking.,0,1
CDL-PT-0019,C. Not damaged.,0,2
CDL-PT-0019,D. All the above.,1,3
CDL-PT-0020,A. 1/4 of an inch.,0,0
CDL-PT-0020,B. 1/2 of an inch.,0,1
CDL-PT-0020,C. 3/4 of an inch.,0,2
CDL-PT-0020,D. 1 inch.,1,3
CDL-PT-0021,A. At least a 1/4 of an inch of life left.,0,0
CDL-PT-0021,B. Not worn dangerously thin.,0,1
CDL-PT-0021,C. Not cracked or broken.,0,2
CDL-PT-0021,D. All the above.,1,3
CDL-PT-0022,A. Are not out of round and have no illegal welds.,0,0
CDL-PT-0022,"B. No cracks, or illegal welds.",0,1
CDL-PT-0022,"C. Not out of round, no illegal welds, and no cracks.",1,2
CDL-PT-0022,D. None of the above.,0,3
CDL-PT-0023,A. 1/2 the width of the friction area.,1,0
CDL-PT-0023,B. One inch across in a straight line.,0,1
CDL-PT-0023,C. No cracks are allowed.,0,2
CDL-PT-0023,D. None of the above.,0,3
CDL-PT-0024,"A. 1/2-inch, 1/4 inch",0,0
CDL-PT-0024,"B. 4/32-inch,  2/32 inch",1,1
CDL-PT-0024,"C. 1/8-inch, 1/16 inch",0,2
CDL-PT-0024,"D. 8/32-inch, 4/32 inch.",0,3
CDL-PT-0025,A. True.,0,0
CDL-PT-0025,B. False.,1,1
CDL-PT-0026,"A. Cuts, cracks, and bulges.",0,0
CDL-PT-0026,"B. Cuts, cracks, bulges, and depth.",0,1
CDL-PT-0026,"C. Cuts, cracks, bulges, and inflation.",0,2
CDL-PT-0026,"D. Cuts, cracks, bulges, depth, and inflation.",1,3
CDL-PT-0027,A. True.,1,0
CDL-PT-0027,B. False.,0,1
CDL-PT-0028,A. True.,0,0
CDL-PT-0028,B. False.,1,1
CDL-PT-0029,A. Tight and secure.,0,0
CDL-PT-0029,B. No worn or stripped threads.,0,1
CDL-PT-0029,C. No rust marks (from the lug nuts to the outside of rim).,0,2
CDL-PT-0029,D. All the above.,1,3
CDL-PT-0030,A. Filled to the proper level.,0,0
CDL-PT-0030,B. All bolts tight and secure.,0,1
CDL-PT-0030,C. Seal is in good condition and not leaking.,0,2
CDL-PT-0030,D. All the above.,1,3
CDL-PT-0031,A. True.,1,0
CDL-PT-0031,B. False,0,1
CDL-PT-0032,A. True.,0,0
CDL-PT-0032,B. False.,1,1
CDL-PT-0033,True.,1,0
CDL-PT-0033,False.,0,1
CDL-PT-0034,Steps into the vehicle.,0,0
CDL-PT-0034,Fuel and air tanks.,0,1
CDL-PT-0034,Mirrors.,0,2
CDL-PT-0034,Lights and reflectors.,0,3
CDL-PT-0035,The cap.,1,0
CDL-PT-0035,No leaks.,0,1
CDL-PT-0035,Mounting brackets and bolts.,0,2
CDL-PT-0035,Hoses.,0,3
CDL-PT-0036,Properly mounted.,0,0
CDL-PT-0036,Properly mounted and not damaged.,0,1
CDL-PT-0036,"Properly mounted, not damaged, and all bolts tight and secure.",1,2
CDL-PT-0036,Strong enough to support twice your weight.,0,3
CDL-PT-0037,Mounted,0,0
CDL-PT-0037,Tight and secure,0,1
CDL-PT-0037,All bolts in place,0,2
CDL-PT-0037,All the above,1,3
CDL-PT-0038,Yes.,1,0
CDL-PT-0038,No.,0,1
CDL-PT-0039,Start the vehicle.,0,0
CDL-PT-0039,Turn on your lights.,0,1
CDL-PT-0039,Buckle your seatbelt.,1,2
CDL-PT-0039,Check the air horn.,0,3
CDL-PT-0040,Mounts.,0,0
CDL-PT-0040,Adjusted so that you can see.,1,1
CDL-PT-0040,Clean.,0,2
CDL-PT-0040,No cracks.,0,3
CDL-PT-0041,Windshield wipers.,0,0
CDL-PT-0041,Air and city horns.,0,1
CDL-PT-0041,"Blower motors, temperature control, and diverter.",0,2
CDL-PT-0041,Lights.,0,3
CDL-PT-0042,No play.,0,0
CDL-PT-0042,"No play exceeding 2"" or 10 degrees.",1,1
CDL-PT-0042,That it turns.,0,2
CDL-PT-0042,None of the above.,0,3
CDL-PT-0043,The vehicle is in neutral.,0,0
CDL-PT-0043,Parking brake is set.,0,1
CDL-PT-0043,Seat belt is fastened.,0,2
CDL-PT-0043,All the above.,1,3
CDL-PT-0044,Air pressure gauge.,0,0
CDL-PT-0044,Oil pressure gauge.,0,1
CDL-PT-0044,Voltmeter.,0,2
CDL-PT-0044,Water pressure gauge.,1,3
CDL-PT-0045,120 PSI.,1,0
CDL-PT-0045,160 PSI.,0,1
CDL-PT-0045,100 PSI.,0,2
CDL-PT-0045,150 PSI.,0,3
CDL-PT-0046,Voltmeter.,1,0
CDL-PT-0046,Water temperature.,0,1
CDL-PT-0046,Air pressure.,0,2
CDL-PT-0046,Fuel,0,3
CDL-PT-0047,Nothing.,0,0
CDL-PT-0047,Rise immediately.,0,1
CDL-PT-0047,"Nothing, then rise slowly as the vehicle warms up.",1,2
CDL-PT-0047,None of the above.,0,3
CDL-PT-0048,True,0,0
CDL-PT-0048,False,1,1
CDL-PT-0049,Instrument panel lights.,0,0
CDL-PT-0049,Left and right turn indicator lights.,0,1
CDL-PT-0049,Hazard indicators lights.,0,2
CDL-PT-0049,High beam indicator light.,0,3
CDL-PT-0050,Fire extinguisher.,0,0
CDL-PT-0050,Reflective triangles.,0,1
CDL-PT-0050,Road flares.,0,2
CDL-PT-0050,First aid kit.,0,3
CDL-PT-0051,In,0,0
CDL-PT-0051,Out,1,1
CDL-PT-0051,Released,0,2
CDL-PT-0051,None of these,0,3
CDL-PT-0052,Move the vehicle slowly and then apply the parking brake stopping the vehicle.,0,0
CDL-PT-0052,Pull against the engaged parking brake with no movement.,1,1
CDL-PT-0052,Pull against the engaged parking brake with some movement.,0,2
CDL-PT-0052,Move the vehicle quickly and then apply the parking brake stopping the vehicle.,0,3
CDL-PT-0053,Pull against the service brake with no movement.,0,0
CDL-PT-0053,Pull against the service brake with a little movement.,0,1
CDL-PT-0053,Move quickly and apply the service brake to stop the vehicle.,0,2
CDL-PT-0053,Move slowly and apply the service brake to stop the vehicle.,1,3
CDL-PT-0054,Yes.,1,0
CDL-PT-0054,No,0,1
CDL-PT-0055,True,1,0
CDL-PT-0055,False,0,1
CDL-PT-0056,"Trailer air supply in, parking brake in, trolley released, and pressure on brake pedal.",1,0
CDL-PT-0056,"Trailer air supply out, parking brake in, trolley released, and pressure on the brake pedal.",0,1
CDL-PT-0056,"Trailer air supply in, parking brake out, trolley released, and no pressure on the brake pedal.",0,2
CDL-PT-0056,"Trailer air supply in, parking brake in, trolley applied, and pressure on the brake pedal.",0,3
CDL-PT-0057,"3 PSI for a vehicle with no trailer, and 3 PSI for a combination vehicle in one minute.",0,0
CDL-PT-0057,"3 PSI for a vehicle with no trailer, and 4 PSI for a combination vehicle in one minute.",1,1
CDL-PT-0057,"2 PSI for a vehicle with no trailer, and 3 PSI for a combination vehicle in one minute.",0,2
CDL-PT-0057,"2 PSI for a vehicle with no trailer, and 2 PSI for the tractor plus 1 PSI for each trailer in a combination vehicle in one minute.",0,3
CDL-PT-0058,Turn on your lights.,0,0
CDL-PT-0058,Make sure the vehicle is in neutral.,0,1
CDL-PT-0058,Turn the key on so that the instrument warning lights come on.,1,2
CDL-PT-0058,"Nothing, start fanning the brakes.",0,3
CDL-PT-0059,100 PSI,0,0
CDL-PT-0059,80 PSI,0,1
CDL-PT-0059,60 PSI,1,2
CDL-PT-0059,40 PSI,0,3
CDL-PT-0060,20 PSI,0,0
CDL-PT-0060,40 PSI,1,1
CDL-PT-0060,50 PSI,0,2
CDL-PT-0060,10 PSI,0,3
CDL-PT-0061,True.,0,0
CDL-PT-0061,False.,1,1
CDL-PT-0062,"Front of vehicle, rear of vehicle.",0,0
CDL-PT-0062,"Front of vehicle, both sides of vehicle, and rear of vehicle.",0,1
CDL-PT-0062,"Front of vehicle, and both sides.",0,2
CDL-PT-0062,Answer B plus rear of tractor in combination vehicles.,1,3
CDL-PT-0063,"Hazard, headlights, running, and clearance lights.",0,0
CDL-PT-0063,"Hazard, left turn, right turn, headlights high and low beam, brake, running, and clearance lights.",1,1
CDL-PT-0063,"Left turn, right turn, headlights high and low beam, running, and clearance lights.",0,2
CDL-PT-0063,"Hazard, left turn, right turn, running, and headlights high and low beam.",0,3
CDL-PT-0064,Handrails and steps.,0,0
CDL-PT-0064,Fuel tanks and air tanks.,0,1
CDL-PT-0064,Condition of the exterior cab.,0,2
CDL-PT-0064,Both A and B.,1,3
CDL-PT-0065,Security.,0,0
CDL-PT-0065,Damage.,0,1
CDL-PT-0065,Supports weight.,0,2
CDL-PT-0065,All the above,1,3
CDL-PT-0066,"Securely mounted, and no leaks",0,0
CDL-PT-0066,"Securely mounted, mounting bands and rubber grommets in good condition, lines between the tanks secure with no damage, and no leaks from the tanks or the lines.",1,1
CDL-PT-0066,"Securely mounted, mounting bands in good condition, lines between the tanks secure with no damage, and no leaks from the tanks or the lines.",0,2
CDL-PT-0066,"Securely mounted, mounting bands in good condition, lines between the tanks secure with no damage, and no leaks from the tanks.",0,3
CDL-PT-0067,True,1,0
CDL-PT-0067,False,0,1
CDL-PT-0068,The connections and lines.,0,0
CDL-PT-0068,"The connection at the tractor, the lines for breaks cracks frays, and the connection to the trailer.",0,1
CDL-PT-0068,"The connection at the tractor, the lines for breaks cracks frays, the connection to the trailer, and that none of these are leaking.",1,2
CDL-PT-0068,The connections and for leaks.,0,3
CDL-PT-0069,"Frame, catwalk, exhaust, and driveshaft.",1,0
CDL-PT-0069,"Frame, catwalk, exhaust, cab mounts, and driveshaft.",0,1
CDL-PT-0069,"Frame, catwalk, and exhaust.",0,2
CDL-PT-0069,"Frame, catwalk, exhaust, and cab mounts.",0,3
CDL-PT-0070,"Torsion bar, space between the tires or spacers, and air bags.",0,0
CDL-PT-0070,"Torsion bar, treads, space between the tires or spacers, and air bags.",1,1
CDL-PT-0070,"Torsion bar, treads, and air bags.",0,2
CDL-PT-0070,"Tread depth, space between the tires or spacers, and air bags.",0,3
CDL-PT-0071,"That it is not bent, damaged, cracked, and that it is securely mounted.",0,0
CDL-PT-0071,"That it is not bent, and that it is securely mounted.",0,1
CDL-PT-0071,"That it is not bent, damaged, or cracked.",0,2
CDL-PT-0071,"That it is not bent, damaged, or cracked, has no illegal welds, and that it is securely mounted.",1,3
CDL-PT-0072,"Not bent or damaged, no cracks, and no illegal welds.",0,0
CDL-PT-0072,"Securely mounted, no cracks, and no illegal welds.",0,1
CDL-PT-0072,"Securely mounted, not bent or damaged, no cracks, and no illegal welds.",1,2
CDL-PT-0072,"Securely mounted, not bent or damaged, and no cracks.",0,3
CDL-PT-0073,True,1,0
CDL-PT-0073,False,0,1
CDL-PT-0074,True,1,0
CDL-PT-0074,False,0,1
CDL-PT-0075,True,0,0
CDL-PT-0075,False,1,1
CDL-PT-0076,completely in with the locking mechanism secured.,1,0
CDL-PT-0076,completely out with the locking mechanism secured.,0,1
CDL-PT-0076,completely in with the locking mechanism released.,0,2
CDL-PT-0076,completely out with the locking mechanism released.,0,3
CDL-PT-0077,Locking jaws,0,0
CDL-PT-0077,Springs,0,1
CDL-PT-0077,Air,0,2
CDL-PT-0077,Locking pins,1,3
CDL-PT-0078,"Tight and secure, properly mounted, and there are no illegal welds.",0,0
CDL-PT-0078,"Tight and secure, all the bolts are in place and secure, and there are no illegal welds.",0,1
CDL-PT-0078,"Tight and secure, properly mounted, all the bolts are in place and secure, not excessively damaged, and there are no illegal welds.",1,2
CDL-PT-0078,"Tight and secure, properly mounted, and all the bolts are in place and secure.",0,3
CDL-PT-0079,"ICC bumper, mud flaps, light lens covers, and reflectors.",0,0
CDL-PT-0079,"Mud flaps, light lens covers, and reflectors.",1,1
CDL-PT-0079,"Air lines, ICC bumper, and reflectors.",0,2
CDL-PT-0079,"Mud flaps, air lines, and ICC bumper.",0,3
CDL-SB-0001,The school bus is stopped for a red light,0,0
CDL-SB-0001,The school bus is stopped for a train crossing,0,1
CDL-SB-0001,The school bus is stopped because it is broken down,0,2
CDL-SB-0001,The school bus is stopped to pick up or discharge pupils,1,3
CDL-SB-0002,Approaching traffic,0,0
CDL-SB-0002,All the students on board,1,1
CDL-SB-0002,Open windows,0,2
CDL-SB-0003,400 feet,0,0
CDL-SB-0003,200 feet,1,1
CDL-SB-0003,300 feet,0,2
CDL-SB-0003,300 yards,0,3
CDL-SB-0004,Move student to set closer to you,0,0
CDL-SB-0004,Remove student from the bus immediately,0,1
CDL-SB-0004,Pull bus to the side of the road and firmly explain the rules and regulations to the unruly student,1,2
CDL-SB-0005,Yellow warning and red warning lights,0,0
CDL-SB-0005,Yellow warning lights,0,1
CDL-SB-0005,Red warning lights,1,2
CDL-SB-0005,Whenever the driver wants to stop traffic,0,3
CDL-SB-0006,The students can only be picked up or dropped off on the resident side of the road,1,0
CDL-SB-0006,The students can be dropped off or picked up on either side of the highway,0,1
CDL-SB-0006,The students must be picked up and dropped off in the center of the road,0,2
CDL-SB-0006,No answers are correct,0,3
CDL-SB-0007,100 feet in advance,1,0
CDL-SB-0007,300 feet in advance,0,1
CDL-SB-0007,500 feet in advance,0,2
CDL-SB-0008,Whenever the bus is stopped to pick up students,0,0
CDL-SB-0008,Whenever the bus is stopped to discharge students,0,1
CDL-SB-0008,Whenever it is extremely hot outside,0,2
CDL-SB-0008,Whenever the bus is stopped at a railroad crossing,1,3
CDL-SB-0009,Full side of the bus and rear of bus,0,0
CDL-SB-0009,200 feet behind,1,1
CDL-SB-0009,Pedestrians on the side walk on both sides of the bus,0,2
CDL-SB-0010,"the emergency exits are undamaged, operate smoothly, and close securely from the inside.",0,0
CDL-SB-0010,the emergency exit warning devices (if so equipped) are working.,0,1
CDL-SB-0010,both of the above are true.,1,2
CDL-SB-0011,"The driver should make a U-turn, so those students won't have to cross in front of the bus after exiting it.",0,0
CDL-SB-0011,"When the driver signals that it is safe to proceed, the students should cross the street while remaining in the driver's view.",1,1
CDL-SB-0011,"When the driver signals that it is safe to proceed, the students should run across the street to reduce their exposure to danger.",0,2
CDL-SB-0012,doesn't have a crossbuck sign.,0,0
CDL-SB-0012,doesn't have any type of traffic control device.,1,1
CDL-SB-0012,is a railroad crossing at which you don't have to stop.,0,2
CDL-SB-0013,the fuel tank,0,0
CDL-SB-0013,an emergency exit,1,1
CDL-SB-0013,the battery box,0,2
CDL-SB-0014,at least one traffic lane on either side of the bus.,0,0
CDL-SB-0014,the front of the rear tires touching the ground.,0,1
CDL-SB-0014,both of the above.,1,2
CDL-SB-0015,if there is a better location nearby.,0,0
CDL-SB-0015,only with the written approval of the school district.,1,1
CDL-SB-0015,only if all the passengers agree to the change.,0,2
CDL-SB-0016,"the battery is secure, connections are tight with minimal corrosion, and cell caps are present.",0,0
CDL-SB-0016,the battery box and cover or door are secure.,0,1
CDL-SB-0016,both of the above are true.,1,2
CDL-SB-0017,10 feet,1,0
CDL-SB-0017,5 feet,0,1
